,movie_id,awards_unclean,award_name,award_qty,extra_award_name,extra_award_qty,nomination_name,nomination_qty,extra_nomination_name,extra_nomination_qty
137135,tt0452637,10 wins & 10 nominations.,,,unknown,10.0,,,unknown,10.0
137145,tt5973626,2 nominations.,,,,,,,unknown,2.0
137150,tt1019966,8 wins.,,,unknown,8.0,,,,
137154,tt0089421,2 nominations.,,,,,,,unknown,2.0
137156,tt3567770,1 nomination.,,,,,,,unknown,1.0
137168,tt0963947,2 wins.,,,unknown,2.0,,,,
137172,tt2422276,1 win.,,,unknown,1.0,,,,
137179,tt3441804,1 nomination.,,,,,,,unknown,1.0
137182,tt1592210,2 wins.,,,unknown,2.0,,,,
137189,tt2318587,1 nomination.,,,,,,,unknown,1.0
137197,tt2210481,3 wins & 3 nominations.,,,unknown,3.0,,,unknown,3.0
137201,tt1352672,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
137212,tt0093975,nominated for 1 oscar. another 1 win.,,,unknown,1.0,oscar,1.0,,
137221,tt2962666,1 nomination.,,,,,,,unknown,1.0
137229,tt1261978,1 nomination.,,,,,,,unknown,1.0
137249,tt2255849,1 nomination.,,,,,,,unknown,1.0
137265,tt0024610,nominated for 2 oscars. another 2 wins.,,,unknown,2.0,oscar,2.0,,
137271,tt3467902,1 win.,,,unknown,1.0,,,,
137272,tt0245013,5 wins & 2 nominations.,,,unknown,5.0,,,unknown,2.0
137277,tt0357785,won 1 primetime emmy. another 1 nomination.,primetime emmy,1.0,,,,,unknown,1.0
137290,tt0212772,3 wins.,,,unknown,3.0,,,,
137295,tt0105134,1 nomination.,,,,,,,unknown,1.0
137306,tt0106308,10 wins & 7 nominations.,,,unknown,10.0,,,unknown,7.0
137313,tt0411646,1 nomination.,,,,,,,unknown,1.0
137358,tt2738050,1 win & 7 nominations.,,,unknown,1.0,,,unknown,7.0
137364,tt0162344,won 3 primetime emmys. another 1 nomination.,primetime emmy,3.0,,,,,unknown,1.0
137369,tt1008063,1 nomination.,,,,,,,unknown,1.0
137370,tt0435026,2 nominations.,,,,,,,unknown,2.0
137397,tt2077847,1 win.,,,unknown,1.0,,,,
137401,tt1270850,4 wins & 11 nominations.,,,unknown,4.0,,,unknown,11.0
137402,tt1217631,2 wins & 6 nominations.,,,unknown,2.0,,,unknown,6.0
137403,tt0289773,1 win.,,,unknown,1.0,,,,
137406,tt1787777,3 wins & 9 nominations.,,,unknown,3.0,,,unknown,9.0
137415,tt0290435,1 nomination.,,,,,,,unknown,1.0
137417,tt0245173,1 win.,,,unknown,1.0,,,,
137418,tt0465650,1 win.,,,unknown,1.0,,,,
137434,tt0918511,1 nomination.,,,,,,,unknown,1.0
137441,tt0135767,1 win.,,,unknown,1.0,,,,
137457,tt0040897,won 3 oscars. another 12 wins & 5 nominations.,oscar,3.0,unknown,12.0,,,unknown,5.0
137459,tt1227553,1 win.,,,unknown,1.0,,,,
137492,tt4079976,1 nomination.,,,,,,,unknown,1.0
137499,tt2199553,1 nomination.,,,,,,,unknown,1.0
137504,tt1298641,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
137510,tt3687316,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
137527,tt0156749,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
137529,tt2082507,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
137536,tt0100334,4 nominations.,,,,,,,unknown,4.0
137539,tt2081253,2 wins.,,,unknown,2.0,,,,
137545,tt0985085,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
137546,tt0269251,2 wins.,,,unknown,2.0,,,,
137547,tt0817941,1 win.,,,unknown,1.0,,,,
137568,tt0084549,2 wins.,,,unknown,2.0,,,,
137573,tt1951238,2 nominations.,,,,,,,unknown,2.0
137602,tt0222849,3 wins.,,,unknown,3.0,,,,
137603,tt0132544,4 wins.,,,unknown,4.0,,,,
137606,tt2881208,1 nomination.,,,,,,,unknown,1.0
137629,tt0000439,1 win.,,,unknown,1.0,,,,
137630,tt0239531,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
137636,tt4935446,4 wins & 12 nominations.,,,unknown,4.0,,,unknown,12.0
137637,tt1646964,1 nomination.,,,,,,,unknown,1.0
137651,tt0257106,3 wins & 4 nominations.,,,unknown,3.0,,,unknown,4.0
137652,tt0210570,1 win.,,,unknown,1.0,,,,
137673,tt0064458,1 win.,,,unknown,1.0,,,,
137682,tt0118111,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
137685,tt2244888,2 wins.,,,unknown,2.0,,,,
137690,tt3276362,1 nomination.,,,,,,,unknown,1.0
137737,tt0018873,1 win.,,,unknown,1.0,,,,
137742,tt0271987,1 win.,,,unknown,1.0,,,,
137751,tt1408363,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
137765,tt4182282,4 wins & 9 nominations.,,,unknown,4.0,,,unknown,9.0
137770,tt4195248,1 win.,,,unknown,1.0,,,,
137798,tt0397324,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
137801,tt3089840,2 nominations.,,,,,,,unknown,2.0
137804,tt0891441,4 nominations.,,,,,,,unknown,4.0
137808,tt0304729,1 win.,,,unknown,1.0,,,,
137830,tt1503776,2 nominations.,,,,,,,unknown,2.0
137831,tt1954464,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
137838,tt2175522,1 nomination.,,,,,,,unknown,1.0
137842,tt0066249,3 nominations.,,,,,,,unknown,3.0
137865,tt1704600,1 win.,,,unknown,1.0,,,,
137866,tt1575695,1 win.,,,unknown,1.0,,,,
137867,tt0229510,7 nominations.,,,,,,,unknown,7.0
137878,tt4529162,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
137891,tt2886772,1 nomination.,,,,,,,unknown,1.0
137899,tt0808241,1 nomination.,,,,,,,unknown,1.0
137904,tt2265409,2 wins & 6 nominations.,,,unknown,2.0,,,unknown,6.0
137914,tt2070853,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
137918,tt2492664,3 nominations.,,,,,,,unknown,3.0
137919,tt1733271,3 wins & 6 nominations.,,,unknown,3.0,,,unknown,6.0
137925,tt1754742,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
137932,tt0363771,won 1 oscar. another 14 wins & 46 nominations.,oscar,1.0,unknown,14.0,,,unknown,46.0
137941,tt1094294,1 win.,,,unknown,1.0,,,,
137958,tt0077555,nominated for 1 golden globe. another 6 nominations.,,,,,golden globe,1.0,unknown,6.0
137962,tt2091866,2 wins & 5 nominations.,,,unknown,2.0,,,unknown,5.0
137966,tt0374133,1 nomination.,,,,,,,unknown,1.0
137973,tt0244986,1 win.,,,unknown,1.0,,,,
137994,tt0451002,1 win.,,,unknown,1.0,,,,
137997,tt0796838,1 win.,,,unknown,1.0,,,,
138001,tt2434988,7 wins & 4 nominations.,,,unknown,7.0,,,unknown,4.0
138011,tt0794343,1 win.,,,unknown,1.0,,,,
138012,tt0490392,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
138031,tt2086885,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
138052,tt0100390,2 nominations.,,,,,,,unknown,2.0
138060,tt2317578,1 nomination.,,,,,,,unknown,1.0
138061,tt0791165,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
138063,tt2073681,3 wins.,,,unknown,3.0,,,,
138064,tt5726616,won 1 oscar. another 82 wins & 196 nominations.,oscar,1.0,unknown,82.0,,,unknown,196.0
138068,tt1267390,2 wins.,,,unknown,2.0,,,,
138080,tt1420542,2 nominations.,,,,,,,unknown,2.0
138110,tt4911408,1 win.,,,unknown,1.0,,,,
138136,tt1794944,1 win.,,,unknown,1.0,,,,
138148,tt1957840,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
138162,tt3831026,2 nominations.,,,,,,,unknown,2.0
138171,tt0239028,won 1 primetime emmy. another 1 nomination.,primetime emmy,1.0,,,,,unknown,1.0
138177,tt4492524,1 win & 10 nominations.,,,unknown,1.0,,,unknown,10.0
138195,tt0111687,4 wins & 4 nominations.,,,unknown,4.0,,,unknown,4.0
138196,tt1180303,1 win.,,,unknown,1.0,,,,
138198,tt0285048,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
138205,tt0199685,1 nomination.,,,,,,,unknown,1.0
138223,tt1362179,1 win.,,,unknown,1.0,,,,
138228,tt4622108,1 nomination.,,,,,,,unknown,1.0
138229,tt0284138,1 nomination.,,,,,,,unknown,1.0
138236,tt0109461,nominated for 1 golden globe. another 3 wins & 2 nominations.,,,unknown,3.0,golden globe,1.0,unknown,2.0
138244,tt1076250,1 nomination.,,,,,,,unknown,1.0
138245,tt0118665,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
138253,tt2837634,1 win.,,,unknown,1.0,,,,
138266,tt3401232,1 win.,,,unknown,1.0,,,,
138288,tt0102348,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
138299,tt3726186,1 win.,,,unknown,1.0,,,,
138303,tt0427306,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
138304,tt0831869,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
138319,tt0389121,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
138327,tt4623246,9 wins & 1 nomination.,,,unknown,9.0,,,unknown,1.0
138339,tt0066358,1 win.,,,unknown,1.0,,,,
138353,tt4853590,1 win.,,,unknown,1.0,,,,
138366,tt0882113,1 win.,,,unknown,1.0,,,,
138373,tt4225690,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
138388,tt0478056,3 wins.,,,unknown,3.0,,,,
138389,tt0387965,1 win.,,,unknown,1.0,,,,
138409,tt0342176,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
138417,tt4535944,1 nomination.,,,,,,,unknown,1.0
138419,tt0101698,5 nominations.,,,,,,,unknown,5.0
138424,tt5333110,6 wins & 8 nominations.,,,unknown,6.0,,,unknown,8.0
138426,tt0214227,1 nomination.,,,,,,,unknown,1.0
138441,tt2575290,4 wins & 3 nominations.,,,unknown,4.0,,,unknown,3.0
138444,tt1344603,1 win.,,,unknown,1.0,,,,
138447,tt0462705,1 win.,,,unknown,1.0,,,,
138448,tt0117389,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
138455,tt0095047,1 nomination.,,,,,,,unknown,1.0
138520,tt1964866,1 nomination.,,,,,,,unknown,1.0
138523,tt0109078,nominated for 1 primetime emmy. another 1 win.,,,unknown,1.0,primetime emmy,1.0,,
138526,tt5096536,8 nominations.,,,,,,,unknown,8.0
138587,tt4057632,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
138603,tt1458461,2 wins & 5 nominations.,,,unknown,2.0,,,unknown,5.0
138614,tt0107502,2 nominations.,,,,,,,unknown,2.0
138615,tt2006109,5 wins.,,,unknown,5.0,,,,
138617,tt0268696,7 wins & 7 nominations.,,,unknown,7.0,,,unknown,7.0
138629,tt4222740,2 nominations.,,,,,,,unknown,2.0
138650,tt3530170,1 nomination.,,,,,,,unknown,1.0
138655,tt0053570,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
138660,tt0115763,1 win.,,,unknown,1.0,,,,
138673,tt3832914,1 win.,,,unknown,1.0,,,,
138691,tt2973246,2 wins & 4 nominations.,,,unknown,2.0,,,unknown,4.0
138704,tt0101295,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
138726,tt0400234,2 nominations.,,,,,,,unknown,2.0
138737,tt0113609,1 nomination.,,,,,,,unknown,1.0
138761,tt2511254,3 wins.,,,unknown,3.0,,,,
138772,tt0870211,2 wins.,,,unknown,2.0,,,,
138779,tt0114437,2 nominations.,,,,,,,unknown,2.0
138790,tt0229075,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
138794,tt4505830,nominated for 1 primetime emmy. another 1 nomination.,,,,,primetime emmy,1.0,unknown,1.0
138795,tt6468382,1 win.,,,unknown,1.0,,,,
138802,tt0382628,5 nominations.,,,,,,,unknown,5.0
138811,tt1653814,1 nomination.,,,,,,,unknown,1.0
138814,tt0279193,1 nomination.,,,,,,,unknown,1.0
138841,tt0261077,4 nominations.,,,,,,,unknown,4.0
138855,tt1299370,9 wins & 7 nominations.,,,unknown,9.0,,,unknown,7.0
138858,tt0375733,2 nominations.,,,,,,,unknown,2.0
138869,tt0777178,1 win.,,,unknown,1.0,,,,
138881,tt0296051,1 win.,,,unknown,1.0,,,,
138886,tt1401179,3 wins & 2 nominations.,,,unknown,3.0,,,unknown,2.0
138901,tt3921968,4 wins.,,,unknown,4.0,,,,
138909,tt0155157,3 wins & 1 nomination.,,,unknown,3.0,,,unknown,1.0
138912,tt3753382,1 nomination.,,,,,,,unknown,1.0
138916,tt2381947,1 nomination.,,,,,,,unknown,1.0
138929,tt2319881,1 win.,,,unknown,1.0,,,,
138945,tt1019400,1 win.,,,unknown,1.0,,,,
138960,tt0219707,1 win.,,,unknown,1.0,,,,
138965,tt0208121,1 win.,,,unknown,1.0,,,,
138966,tt0104231,3 nominations.,,,,,,,unknown,3.0
138973,tt0276005,1 nomination.,,,,,,,unknown,1.0
138977,tt4292040,2 nominations.,,,,,,,unknown,2.0
138995,tt0256440,1 win.,,,unknown,1.0,,,,
139007,tt3609914,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
139032,tt2401964,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
139035,tt3122736,2 nominations.,,,,,,,unknown,2.0
139038,tt1985115,nominated for 1 oscar. another 6 wins & 3 nominations.,,,unknown,6.0,oscar,1.0,unknown,3.0
139078,tt1212095,2 wins.,,,unknown,2.0,,,,
139080,tt0304978,1 nomination.,,,,,,,unknown,1.0
139102,tt1270842,4 wins & 8 nominations.,,,unknown,4.0,,,unknown,8.0
139103,tt3756046,3 wins & 9 nominations.,,,unknown,3.0,,,unknown,9.0
139116,tt0286522,7 wins.,,,unknown,7.0,,,,
139135,tt0392866,1 win.,,,unknown,1.0,,,,
139157,tt0060522,1 nomination.,,,,,,,unknown,1.0
139193,tt0110385,1 win.,,,unknown,1.0,,,,
139197,tt3605304,6 wins & 16 nominations.,,,unknown,6.0,,,unknown,16.0
139201,tt0236386,nominated for 1 oscar. another 1 win.,,,unknown,1.0,oscar,1.0,,
139210,tt0479661,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
139226,tt2386283,1 nomination.,,,,,,,unknown,1.0
139227,tt2128700,1 win.,,,unknown,1.0,,,,
139244,tt1064928,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
139249,tt0056860,1 win.,,,unknown,1.0,,,,
139251,tt1660351,1 nomination.,,,,,,,unknown,1.0
139256,tt0416251,1 nomination.,,,,,,,unknown,1.0
139262,tt4692656,2 nominations.,,,,,,,unknown,2.0
139277,tt3691466,1 nomination.,,,,,,,unknown,1.0
139286,tt2171902,3 wins & 2 nominations.,,,unknown,3.0,,,unknown,2.0
139292,tt0220644,9 wins & 8 nominations.,,,unknown,9.0,,,unknown,8.0
139301,tt4261326,6 wins & 1 nomination.,,,unknown,6.0,,,unknown,1.0
139318,tt5859828,1 nomination.,,,,,,,unknown,1.0
139322,tt4355392,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
