,movie_id,awards_unclean,award_name,award_qty,extra_award_name,extra_award_qty,nomination_name,nomination_qty,extra_nomination_name,extra_nomination_qty
26464,tt0053054,3 nominations.,,,,,,,unknown,3.0
26465,tt0145547,15 wins & 12 nominations.,,,unknown,15.0,,,unknown,12.0
26467,tt2481248,1 nomination.,,,,,,,unknown,1.0
26483,tt0064410,1 win.,,,unknown,1.0,,,,
26484,tt0098993,1 win.,,,unknown,1.0,,,,
26493,tt1261064,6 wins.,,,unknown,6.0,,,,
26503,tt3503902,1 nomination.,,,,,,,unknown,1.0
26519,tt1702002,4 wins & 4 nominations.,,,unknown,4.0,,,unknown,4.0
26531,tt0397127,4 wins.,,,unknown,4.0,,,,
26534,tt3777912,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
26558,tt0081686,3 nominations.,,,,,,,unknown,3.0
26560,tt0052667,2 nominations.,,,,,,,unknown,2.0
26569,tt2385558,5 wins & 3 nominations.,,,unknown,5.0,,,unknown,3.0
26572,tt0913425,nominated for 1 golden globe. another 9 wins & 41 nominations.,,,unknown,9.0,golden globe,1.0,unknown,41.0
26573,tt0462774,1 nomination.,,,,,,,unknown,1.0
26576,tt2305005,1 nomination.,,,,,,,unknown,1.0
26579,tt0923653,3 nominations.,,,,,,,unknown,3.0
26626,tt2589640,1 nomination.,,,,,,,unknown,1.0
26639,tt0079326,1 win.,,,unknown,1.0,,,,
26644,tt2446132,1 nomination.,,,,,,,unknown,1.0
26668,tt2865772,2 wins & 4 nominations.,,,unknown,2.0,,,unknown,4.0
26680,tt0383991,1 nomination.,,,,,,,unknown,1.0
26707,tt0205069,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
26714,tt4120642,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
26727,tt0067767,won 1 golden globe. another 1 win & 9 nominations.,golden globe,1.0,unknown,1.0,,,unknown,9.0
26732,tt2666414,1 win.,,,unknown,1.0,,,,
26742,tt2265082,3 nominations.,,,,,,,unknown,3.0
26749,tt0165982,9 nominations.,,,,,,,unknown,9.0
26753,tt0118551,4 nominations.,,,,,,,unknown,4.0
26761,tt4767756,1 nomination.,,,,,,,unknown,1.0
26776,tt0267784,1 win.,,,unknown,1.0,,,,
26791,tt0035982,won 1 oscar. another 1 nomination.,oscar,1.0,,,,,unknown,1.0
26810,tt0230652,5 wins & 3 nominations.,,,unknown,5.0,,,unknown,3.0
26823,tt0119672,2 wins.,,,unknown,2.0,,,,
26824,tt1186795,1 win.,,,unknown,1.0,,,,
26840,tt1483813,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
26845,tt0370451,1 win.,,,unknown,1.0,,,,
26850,tt1585603,2 nominations.,,,,,,,unknown,2.0
26882,tt1399673,1 win.,,,unknown,1.0,,,,
26904,tt0066011,won 1 oscar. another 9 wins & 16 nominations.,oscar,1.0,unknown,9.0,,,unknown,16.0
26950,tt1182050,1 nomination.,,,,,,,unknown,1.0
26952,tt0132607,1 win.,,,unknown,1.0,,,,
26961,tt1083986,4 wins & 1 nomination.,,,unknown,4.0,,,unknown,1.0
26964,tt0078821,3 wins.,,,unknown,3.0,,,,
26977,tt2330394,1 nomination.,,,,,,,unknown,1.0
26982,tt0922498,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
26990,tt0804461,3 nominations.,,,,,,,unknown,3.0
26996,tt0446046,1 win & 6 nominations.,,,unknown,1.0,,,unknown,6.0
27053,tt0169396,1 nomination.,,,,,,,unknown,1.0
27059,tt0110967,2 wins.,,,unknown,2.0,,,,
27062,tt5237712,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
27066,tt0245574,nominated for 1 oscar. another 37 wins & 45 nominations.,,,unknown,37.0,oscar,1.0,unknown,45.0
27082,tt1401152,3 nominations.,,,,,,,unknown,3.0
27084,tt2241711,1 win.,,,unknown,1.0,,,,
27092,tt2024534,1 nomination.,,,,,,,unknown,1.0
27108,tt6266198,1 nomination.,,,,,,,unknown,1.0
27114,tt0181441,5 wins & 3 nominations.,,,unknown,5.0,,,unknown,3.0
27152,tt0139221,2 wins.,,,unknown,2.0,,,,
27155,tt1142798,3 wins & 7 nominations.,,,unknown,3.0,,,unknown,7.0
27165,tt3911074,3 nominations.,,,,,,,unknown,3.0
27166,tt0290904,1 win.,,,unknown,1.0,,,,
27182,tt0115715,1 nomination.,,,,,,,unknown,1.0
27188,tt3777936,4 wins.,,,unknown,4.0,,,,
27195,tt1282050,1 win.,,,unknown,1.0,,,,
27220,tt3190246,3 wins & 5 nominations.,,,unknown,3.0,,,unknown,5.0
27237,tt4434256,1 win.,,,unknown,1.0,,,,
27246,tt1363488,1 nomination.,,,,,,,unknown,1.0
27254,tt0106292,1 nomination.,,,,,,,unknown,1.0
27256,tt1235855,2 nominations.,,,,,,,unknown,2.0
27259,tt2516280,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
27280,tt2450264,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
27282,tt1879066,1 win.,,,unknown,1.0,,,,
27295,tt5951192,1 win.,,,unknown,1.0,,,,
27297,tt0344188,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
27298,tt0107621,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
27304,tt3092520,1 nomination.,,,,,,,unknown,1.0
27309,tt1308174,1 win.,,,unknown,1.0,,,,
27317,tt2079505,1 nomination.,,,,,,,unknown,1.0
27338,tt2659434,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
27352,tt0048391,1 nomination.,,,,,,,unknown,1.0
27360,tt3706488,2 nominations.,,,,,,,unknown,2.0
27380,tt3717016,1 nomination.,,,,,,,unknown,1.0
27396,tt1240447,4 nominations.,,,,,,,unknown,4.0
27406,tt5828764,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
27407,tt0071151,nominated for 1 oscar. another 1 win.,,,unknown,1.0,oscar,1.0,,
27411,tt0113870,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
27417,tt0078856,1 nomination.,,,,,,,unknown,1.0
27420,tt0206779,1 win.,,,unknown,1.0,,,,
27422,tt0102402,1 nomination.,,,,,,,unknown,1.0
27434,tt0236452,2 wins.,,,unknown,2.0,,,,
27439,tt0115528,9 wins & 4 nominations.,,,unknown,9.0,,,unknown,4.0
27443,tt0376835,7 wins & 1 nomination.,,,unknown,7.0,,,unknown,1.0
27445,tt0020985,nominated for 2 oscars. another 1 win.,,,unknown,1.0,oscar,2.0,,
27447,tt1593724,1 nomination.,,,,,,,unknown,1.0
27453,tt0076271,3 nominations.,,,,,,,unknown,3.0
27459,tt1124377,8 wins & 7 nominations.,,,unknown,8.0,,,unknown,7.0
27473,tt3246254,1 nomination.,,,,,,,unknown,1.0
27484,tt0164212,2 nominations.,,,,,,,unknown,2.0
27488,tt2806124,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
27491,tt1624417,1 win.,,,unknown,1.0,,,,
27498,tt1796503,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
27500,tt3598448,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
27503,tt0481536,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
27509,tt0080127,nominated for 1 primetime emmy. another 1 win & 1 nomination.,,,unknown,1.0,primetime emmy,1.0,unknown,1.0
27510,tt0274659,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
27511,tt0298280,1 nomination.,,,,,,,unknown,1.0
27517,tt0072247,1 win.,,,unknown,1.0,,,,
27526,tt2437370,2 wins.,,,unknown,2.0,,,,
27536,tt0122700,1 win.,,,unknown,1.0,,,,
27543,tt5111844,1 nomination.,,,,,,,unknown,1.0
27550,tt2306745,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
27555,tt0759539,1 win.,,,unknown,1.0,,,,
27556,tt0423878,1 nomination.,,,,,,,unknown,1.0
27570,tt1568930,1 nomination.,,,,,,,unknown,1.0
27573,tt0059325,2 wins.,,,unknown,2.0,,,,
27579,tt0851518,1 win.,,,unknown,1.0,,,,
27585,tt0106961,won 1 oscar. another 3 wins.,oscar,1.0,unknown,3.0,,,,
27595,tt1714176,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
27601,tt1259786,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
27621,tt3856534,1 win.,,,unknown,1.0,,,,
27632,tt4862674,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
27637,tt2458776,2 nominations.,,,,,,,unknown,2.0
27641,tt1894549,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
27643,tt1565046,3 nominations.,,,,,,,unknown,3.0
27658,tt2251351,1 nomination.,,,,,,,unknown,1.0
27667,tt2177120,1 win.,,,unknown,1.0,,,,
27677,tt0226464,1 win.,,,unknown,1.0,,,,
27701,tt2025506,4 wins & 4 nominations.,,,unknown,4.0,,,unknown,4.0
27731,tt3053378,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
27736,tt1686768,1 win & 6 nominations.,,,unknown,1.0,,,unknown,6.0
27743,tt1546017,1 nomination.,,,,,,,unknown,1.0
27747,tt0113346,1 win.,,,unknown,1.0,,,,
27766,tt5892354,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
27774,tt1345488,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
27786,tt3537828,4 nominations.,,,,,,,unknown,4.0
27805,tt2822376,1 win.,,,unknown,1.0,,,,
27808,tt0185108,1 nomination.,,,,,,,unknown,1.0
27813,tt2634692,1 nomination.,,,,,,,unknown,1.0
27827,tt0082367,1 win.,,,unknown,1.0,,,,
27836,tt1142583,1 nomination.,,,,,,,unknown,1.0
27842,tt2203939,3 wins & 5 nominations.,,,unknown,3.0,,,unknown,5.0
27845,tt0186379,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
27849,tt2121267,1 win.,,,unknown,1.0,,,,
27852,tt0849441,1 win.,,,unknown,1.0,,,,
27875,tt6752848,8 wins & 5 nominations.,,,unknown,8.0,,,unknown,5.0
27884,tt0042004,1 win.,,,unknown,1.0,,,,
27890,tt1433147,1 win.,,,unknown,1.0,,,,
27916,tt2714900,nominated for 1 oscar. another 11 wins & 21 nominations.,,,unknown,11.0,oscar,1.0,unknown,21.0
27941,tt0094959,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
27953,tt0303708,1 nomination.,,,,,,,unknown,1.0
27958,tt1288387,1 win.,,,unknown,1.0,,,,
27969,tt0228321,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
27971,tt0029957,1 nomination.,,,,,,,unknown,1.0
27976,tt1239388,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
27983,tt0322772,1 win.,,,unknown,1.0,,,,
27992,tt0123386,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
27993,tt0095546,1 nomination.,,,,,,,unknown,1.0
28000,tt0083926,1 nomination.,,,,,,,unknown,1.0
28027,tt2816806,2 nominations.,,,,,,,unknown,2.0
28049,tt3982912,1 nomination.,,,,,,,unknown,1.0
28062,tt0111055,7 wins.,,,unknown,7.0,,,,
28066,tt1486806,2 wins.,,,unknown,2.0,,,,
28092,tt0047978,nominated for 2 bafta film awards. another 1 win & 1 nomination.,,,unknown,1.0,bafta,2.0,unknown,1.0
28106,tt1242459,1 win.,,,unknown,1.0,,,,
28111,tt3642618,2 wins & 6 nominations.,,,unknown,2.0,,,unknown,6.0
28121,tt2184310,1 win.,,,unknown,1.0,,,,
28141,tt0221877,1 nomination.,,,,,,,unknown,1.0
28147,tt3596358,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
28148,tt0283301,5 wins & 1 nomination.,,,unknown,5.0,,,unknown,1.0
28162,tt2381618,4 nominations.,,,,,,,unknown,4.0
28174,tt1343046,1 nomination.,,,,,,,unknown,1.0
28177,tt3628052,1 win.,,,unknown,1.0,,,,
28179,tt0088250,5 wins & 4 nominations.,,,unknown,5.0,,,unknown,4.0
28185,tt0130898,1 win.,,,unknown,1.0,,,,
28188,tt0078869,nominated for 2 oscars. another 6 nominations.,,,,,oscar,2.0,unknown,6.0
28205,tt2281263,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
28232,tt2567402,2 nominations.,,,,,,,unknown,2.0
28233,tt0382180,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
28234,tt6819760,1 win.,,,unknown,1.0,,,,
28262,tt1568346,won 1 oscar. another 27 wins & 90 nominations.,oscar,1.0,unknown,27.0,,,unknown,90.0
28267,tt5710514,3 wins & 3 nominations.,,,unknown,3.0,,,unknown,3.0
28271,tt2141633,2 nominations.,,,,,,,unknown,2.0
28282,tt1482248,1 win.,,,unknown,1.0,,,,
28284,tt0397636,1 win.,,,unknown,1.0,,,,
28288,tt3010802,3 nominations.,,,,,,,unknown,3.0
28324,tt0029443,won 1 oscar. another 1 win.,oscar,1.0,unknown,1.0,,,,
28328,tt0089686,1 nomination.,,,,,,,unknown,1.0
28336,tt0040300,1 win & 6 nominations.,,,unknown,1.0,,,unknown,6.0
28339,tt0267023,1 win.,,,unknown,1.0,,,,
28350,tt3284178,14 wins & 19 nominations.,,,unknown,14.0,,,unknown,19.0
28366,tt2347174,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
28367,tt2363238,1 win.,,,unknown,1.0,,,,
28386,tt1086770,4 wins & 1 nomination.,,,unknown,4.0,,,unknown,1.0
28391,tt1201558,1 nomination.,,,,,,,unknown,1.0
28396,tt0494187,7 wins & 18 nominations.,,,unknown,7.0,,,unknown,18.0
28413,tt0962765,1 win.,,,unknown,1.0,,,,
28436,tt1677641,2 wins.,,,unknown,2.0,,,,
28447,tt0097915,won 1 primetime emmy. another 2 wins & 2 nominations.,primetime emmy,1.0,unknown,2.0,,,unknown,2.0
28470,tt0432455,2 wins.,,,unknown,2.0,,,,
28482,tt0125819,1 nomination.,,,,,,,unknown,1.0
28503,tt0778865,1 win.,,,unknown,1.0,,,,
28511,tt4507554,6 wins & 4 nominations.,,,unknown,6.0,,,unknown,4.0
28518,tt3633862,1 nomination.,,,,,,,unknown,1.0
28538,tt0029077,1 nomination.,,,,,,,unknown,1.0
28550,tt0338096,1 nomination.,,,,,,,unknown,1.0
28553,tt2401611,3 wins.,,,unknown,3.0,,,,
28562,tt1766164,4 wins.,,,unknown,4.0,,,,
28564,tt1560143,1 nomination.,,,,,,,unknown,1.0
28568,tt1781755,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
28581,tt0290856,1 win.,,,unknown,1.0,,,,
28602,tt1202203,2 wins & 5 nominations.,,,unknown,2.0,,,unknown,5.0
28614,tt1521052,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
28619,tt1537302,6 wins.,,,unknown,6.0,,,,
28635,tt0287538,1 win.,,,unknown,1.0,,,,
28638,tt1748017,1 nomination.,,,,,,,unknown,1.0
28649,tt2986122,4 wins & 4 nominations.,,,unknown,4.0,,,unknown,4.0
28657,tt4765188,1 win.,,,unknown,1.0,,,,
28673,tt1080763,1 nomination.,,,,,,,unknown,1.0
28696,tt3025410,4 nominations.,,,,,,,unknown,4.0
28704,tt0254187,1 win.,,,unknown,1.0,,,,
28756,tt0344264,4 wins & 1 nomination.,,,unknown,4.0,,,unknown,1.0
28778,tt6350360,1 win.,,,unknown,1.0,,,,
28786,tt0156400,1 nomination.,,,,,,,unknown,1.0
28795,tt0432788,1 nomination.,,,,,,,unknown,1.0
28798,tt0416773,10 wins.,,,unknown,10.0,,,,
28824,tt3417108,3 nominations.,,,,,,,unknown,3.0
28825,tt5144494,2 nominations.,,,,,,,unknown,2.0
28845,tt0858486,4 wins & 2 nominations.,,,unknown,4.0,,,unknown,2.0
28857,tt2290113,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
28869,tt3006984,1 nomination.,,,,,,,unknown,1.0
28870,tt1024874,1 win.,,,unknown,1.0,,,,
28877,tt6918714,1 win.,,,unknown,1.0,,,,
28878,tt1664635,2 wins.,,,unknown,2.0,,,,
28881,tt1482186,4 wins & 2 nominations.,,,unknown,4.0,,,unknown,2.0
28882,tt2989326,1 nomination.,,,,,,,unknown,1.0
28883,tt1869747,1 win.,,,unknown,1.0,,,,
28896,tt2378399,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
28915,tt0455971,1 win.,,,unknown,1.0,,,,
28919,tt2704656,4 wins.,,,unknown,4.0,,,,
28928,tt0119116,nominated for 1 oscar. another 9 wins & 36 nominations.,,,unknown,9.0,oscar,1.0,unknown,36.0
28940,tt1092289,1 win.,,,unknown,1.0,,,,
28941,tt0047472,won 1 oscar. another 4 wins & 7 nominations.,oscar,1.0,unknown,4.0,,,unknown,7.0
28954,tt0772121,1 win.,,,unknown,1.0,,,,
28956,tt2243537,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
28958,tt0093741,2 nominations.,,,,,,,unknown,2.0
28960,tt1661199,nominated for 1 oscar. another 8 wins & 35 nominations.,,,unknown,8.0,oscar,1.0,unknown,35.0
28965,tt0084130,1 win.,,,unknown,1.0,,,,
28980,tt0306841,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
28992,tt3653312,1 nomination.,,,,,,,unknown,1.0
29002,tt3800796,1 nomination.,,,,,,,unknown,1.0
29004,tt0092221,1 nomination.,,,,,,,unknown,1.0
29026,tt0119200,2 wins.,,,unknown,2.0,,,,
29062,tt3627938,1 win.,,,unknown,1.0,,,,
29069,tt3438458,1 nomination.,,,,,,,unknown,1.0
29075,tt2247069,2 wins.,,,unknown,2.0,,,,
29076,tt1394239,1 win.,,,unknown,1.0,,,,
29085,tt0429739,2 nominations.,,,,,,,unknown,2.0
29106,tt0077647,1 win.,,,unknown,1.0,,,,
29115,tt0462477,2 wins & 4 nominations.,,,unknown,2.0,,,unknown,4.0
29145,tt1680075,3 wins & 3 nominations.,,,unknown,3.0,,,unknown,3.0
29148,tt0968319,1 win.,,,unknown,1.0,,,,
29149,tt0045759,2 wins.,,,unknown,2.0,,,,
29150,tt3766394,2 wins & 10 nominations.,,,unknown,2.0,,,unknown,10.0
29151,tt0377641,1 win.,,,unknown,1.0,,,,
29158,tt0951216,2 nominations.,,,,,,,unknown,2.0
29176,tt0314247,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
29186,tt1835980,1 win.,,,unknown,1.0,,,,
29192,tt5351044,3 wins & 4 nominations.,,,unknown,3.0,,,unknown,4.0
29193,tt4982288,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
29211,tt0114677,1 nomination.,,,,,,,unknown,1.0
29233,tt0246553,1 nomination.,,,,,,,unknown,1.0
29262,tt2174934,2 wins.,,,unknown,2.0,,,,
29283,tt0473488,7 wins & 9 nominations.,,,unknown,7.0,,,unknown,9.0
29296,tt0062428,1 win.,,,unknown,1.0,,,,
29298,tt0084724,1 nomination.,,,,,,,unknown,1.0
29320,tt2100665,1 win.,,,unknown,1.0,,,,
29330,tt0055614,won 10 oscars. another 18 wins & 11 nominations.,oscar,10.0,unknown,18.0,,,unknown,11.0
29333,tt1410274,2 nominations.,,,,,,,unknown,2.0
29340,tt0117194,1 nomination.,,,,,,,unknown,1.0
29346,tt5708970,9 nominations.,,,,,,,unknown,9.0
29360,tt0411266,1 win.,,,unknown,1.0,,,,
29363,tt2460872,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
29374,tt1279495,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
29378,tt4902736,2 nominations.,,,,,,,unknown,2.0
29382,tt2711672,5 wins & 4 nominations.,,,unknown,5.0,,,unknown,4.0
29393,tt3181748,1 nomination.,,,,,,,unknown,1.0
29404,tt0399222,1 nomination.,,,,,,,unknown,1.0
29411,tt0259060,1 win.,,,unknown,1.0,,,,
29441,tt5891626,13 wins & 20 nominations.,,,unknown,13.0,,,unknown,20.0
29466,tt0378417,1 nomination.,,,,,,,unknown,1.0
29470,tt0224114,1 win.,,,unknown,1.0,,,,
29500,tt3234392,1 nomination.,,,,,,,unknown,1.0
29515,tt0105333,1 win.,,,unknown,1.0,,,,
29537,tt2162683,1 win.,,,unknown,1.0,,,,
29545,tt0430476,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
29550,tt2359050,1 win.,,,unknown,1.0,,,,
29573,tt3112330,3 wins & 1 nomination.,,,unknown,3.0,,,unknown,1.0
29595,tt3103318,8 wins & 8 nominations.,,,unknown,8.0,,,unknown,8.0
29596,tt0293113,4 wins & 2 nominations.,,,unknown,4.0,,,unknown,2.0
29606,tt0297092,1 win.,,,unknown,1.0,,,,
29629,tt0042949,won 1 oscar. another 2 nominations.,oscar,1.0,,,,,unknown,2.0
29637,tt0089006,won 1 golden globe. another 6 wins & 11 nominations.,golden globe,1.0,unknown,6.0,,,unknown,11.0
29642,tt0458481,3 wins & 6 nominations.,,,unknown,3.0,,,unknown,6.0
29643,tt1640718,1 win & 10 nominations.,,,unknown,1.0,,,unknown,10.0
29655,tt0043140,1 nomination.,,,,,,,unknown,1.0
29672,tt0387467,1 win.,,,unknown,1.0,,,,
29682,tt4846318,5 nominations.,,,,,,,unknown,5.0
29687,tt0471012,1 win.,,,unknown,1.0,,,,
29691,tt0282236,4 nominations.,,,,,,,unknown,4.0
29700,tt0170407,1 win & 7 nominations.,,,unknown,1.0,,,unknown,7.0
29705,tt0460892,1 nomination.,,,,,,,unknown,1.0
29708,tt0195909,1 nomination.,,,,,,,unknown,1.0
29723,tt0355458,1 nomination.,,,,,,,unknown,1.0
29727,tt0301104,1 win.,,,unknown,1.0,,,,
29731,tt2518534,1 nomination.,,,,,,,unknown,1.0
29734,tt0420884,3 wins.,,,unknown,3.0,,,,
29746,tt0029146,won 3 oscars. another 5 wins & 7 nominations.,oscar,3.0,unknown,5.0,,,unknown,7.0
29751,tt0363249,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
29765,tt0093467,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
29778,tt0267572,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
29792,tt2201488,1 nomination.,,,,,,,unknown,1.0
29793,tt0123827,10 wins & 9 nominations.,,,unknown,10.0,,,unknown,9.0
29797,tt5714620,6 wins & 10 nominations.,,,unknown,6.0,,,unknown,10.0
29798,tt0109671,4 wins.,,,unknown,4.0,,,,
29803,tt1442535,3 wins.,,,unknown,3.0,,,,
29830,tt0178985,1 win.,,,unknown,1.0,,,,
29838,tt1390539,1 nomination.,,,,,,,unknown,1.0
29843,tt3798628,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
29850,tt1772761,16 wins & 3 nominations.,,,unknown,16.0,,,unknown,3.0
29854,tt6284414,1 nomination.,,,,,,,unknown,1.0
29858,tt0306837,1 win.,,,unknown,1.0,,,,
29862,tt2379332,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
29865,tt2761566,1 nomination.,,,,,,,unknown,1.0
29875,tt0109167,2 nominations.,,,,,,,unknown,2.0
29894,tt1776210,1 nomination.,,,,,,,unknown,1.0
29895,tt2724456,1 win.,,,unknown,1.0,,,,
29896,tt0014538,1 nomination.,,,,,,,unknown,1.0
29899,tt2085927,4 wins & 2 nominations.,,,unknown,4.0,,,unknown,2.0
29918,tt0081255,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
29920,tt2088003,1 win & 8 nominations.,,,unknown,1.0,,,unknown,8.0
29952,tt2452392,1 win.,,,unknown,1.0,,,,
29958,tt2566470,1 win.,,,unknown,1.0,,,,
29960,tt1347170,3 wins & 12 nominations.,,,unknown,3.0,,,unknown,12.0
29964,tt0147926,2 nominations.,,,,,,,unknown,2.0
29966,tt1667082,2 nominations.,,,,,,,unknown,2.0
29973,tt1172570,3 wins & 6 nominations.,,,unknown,3.0,,,unknown,6.0
29988,tt1732611,1 nomination.,,,,,,,unknown,1.0
29996,tt4742670,1 nomination.,,,,,,,unknown,1.0
29999,tt4851270,1 nomination.,,,,,,,unknown,1.0
30005,tt1649970,2 nominations.,,,,,,,unknown,2.0
30032,tt0465909,1 win.,,,unknown,1.0,,,,
30033,tt0283637,1 nomination.,,,,,,,unknown,1.0
30050,tt5804038,nominated for 1 oscar. another 25 wins & 45 nominations.,,,unknown,25.0,oscar,1.0,unknown,45.0
30076,tt0108123,1 nomination.,,,,,,,unknown,1.0
30087,tt1029392,3 wins.,,,unknown,3.0,,,,
30095,tt2085746,3 wins & 1 nomination.,,,unknown,3.0,,,unknown,1.0
30096,tt0416659,1 win.,,,unknown,1.0,,,,
30097,tt3320114,1 nomination.,,,,,,,unknown,1.0
30098,tt6123498,1 win.,,,unknown,1.0,,,,
30104,tt3092656,1 nomination.,,,,,,,unknown,1.0
30105,tt1999908,5 wins.,,,unknown,5.0,,,,
30123,tt4043760,1 nomination.,,,,,,,unknown,1.0
30147,tt0329131,1 nomination.,,,,,,,unknown,1.0
30155,tt0089540,won 1 primetime emmy. another 3 nominations.,primetime emmy,1.0,,,,,unknown,3.0
30176,tt0162346,nominated for 1 oscar. another 28 wins & 55 nominations.,,,unknown,28.0,oscar,1.0,unknown,55.0
30179,tt0287100,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
30193,tt0116189,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
30197,tt6091332,1 win.,,,unknown,1.0,,,,
30221,tt0463944,2 nominations.,,,,,,,unknown,2.0
30222,tt0387851,nominated for 1 golden globe. another 6 nominations.,,,,,golden globe,1.0,unknown,6.0
30225,tt0923870,10 wins.,,,unknown,10.0,,,,
30236,tt1308143,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
30246,tt0397175,1 win.,,,unknown,1.0,,,,
30286,tt0421089,1 win.,,,unknown,1.0,,,,
30287,tt2674496,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
30292,tt1263736,9 wins & 12 nominations.,,,unknown,9.0,,,unknown,12.0
30300,tt0123181,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
30311,tt0170770,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
30318,tt0446055,6 wins & 4 nominations.,,,unknown,6.0,,,unknown,4.0
30322,tt0044000,1 nomination.,,,,,,,unknown,1.0
30331,tt2342700,3 wins.,,,unknown,3.0,,,,
30344,tt3798112,1 nomination.,,,,,,,unknown,1.0
30361,tt0934855,2 wins.,,,unknown,2.0,,,,
30364,tt0869039,2 wins.,,,unknown,2.0,,,,
30369,tt6241950,1 win.,,,unknown,1.0,,,,
30372,tt0814047,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
30425,tt0255313,2 wins.,,,unknown,2.0,,,,
30451,tt3770330,1 nomination.,,,,,,,unknown,1.0
30462,tt0030523,1 win.,,,unknown,1.0,,,,
30469,tt0469053,3 wins & 4 nominations.,,,unknown,3.0,,,unknown,4.0
30480,tt0317595,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
30494,tt0082780,nominated for 1 golden globe. another 1 win & 2 nominations.,,,unknown,1.0,golden globe,1.0,unknown,2.0
30499,tt0048429,2 wins.,,,unknown,2.0,,,,
30538,tt3341718,1 nomination.,,,,,,,unknown,1.0
30547,tt0203176,2 nominations.,,,,,,,unknown,2.0
30551,tt4838958,1 nomination.,,,,,,,unknown,1.0
30570,tt1063034,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
30573,tt1310371,4 wins.,,,unknown,4.0,,,,
30578,tt0325638,nominated for 1 oscar. another 13 wins & 2 nominations.,,,unknown,13.0,oscar,1.0,unknown,2.0
30579,tt0049209,1 nomination.,,,,,,,unknown,1.0
30595,tt3565088,2 nominations.,,,,,,,unknown,2.0
