,movie_id,writer_name,writer_role
30118,tt2255989,herbert leonard,play
30119,tt1654052,simão cayatte,screenplay
30120,tt0079203,ödön von horvath,play
30121,tt0167433,ethel hill,screenplay
30122,tt0167433,ethel hill,story
30123,tt0031831,brock williams,original story
30124,tt0031831,jack whittingham,original story
30125,tt0031831,arthur wimperis,original story
30126,tt0031831,ian dalrymple,scenario
30127,tt0065966,john c. champion,story
30128,tt0163862,andrew gellis,story
30129,tt0163862,david young,story
30130,tt0163862,andrew gellis,screenplay
30131,tt0163862,jeanne rosenberg,screenplay
30132,tt1322968,romer grey,narrative
30133,tt2095618,iain graham,head writer
30134,tt1003023,angel ibarguren,screenplay
30135,tt1003023,juan luis nugent,screenplay
30136,tt1003023,diego ojeda,original story
30137,tt1003023,ricardo de montreuil,original story
30138,tt0274471,jean de tinan,novel
30139,tt0017973,david belasco,play
30140,tt2120857,kevin warner,story
30141,tt5428864,arthur rock,screenplay
30142,tt0017695,charles t. vincent,story
30143,tt1943652,kelly hearn,story
30144,tt1943652,alex waite,story
30145,tt5494876,mustafizul haq,story
30146,tt5494876,suroor barabankvi,dialogue
30147,tt5494876,mustafizul haq,screenplay
30148,tt3868452,joel gilbert,screenplay
30149,tt2234233,bevin carnes,story
30150,tt0027040,howard j. green,screenplay
30151,tt0027040,anthony veiller,screenplay
30152,tt0027040,edward kaufman,screenplay
30153,tt0027040,arthur somers roche,novel
30154,tt4226656,lee o'connor,screenplay
30155,tt0151564,john foster,story
30156,tt5146652,paul usungu,screenplay
30157,tt5146652,paul usungu,story
30158,tt0058576,fletcher knebel,novel
30159,tt0058576,charles w. bailey ii,novel
30160,tt0058576,rod serling,screenplay
30161,tt0363303,mohsen makhmalbaf,novel
30162,tt0363303,samira makhmalbaf,screenplay
30163,tt0282993,jesús murcielago velázquez,screenplay
30164,tt0282993,luis enrique vergara,idea
30165,tt0082131,ignacio f. iquino,screenplay
30166,tt0082131,ignacio f. iquino,story
30167,tt0016966,ford beebe,screenplay
30168,tt0016966,ford beebe,story
30169,tt3566942,mary jaizel venice gamil,story
30170,tt0436279,tony tacorda,story
30171,tt0961049,flor siqueiros,concept
30172,tt0233614,carl la fong,story
30173,tt0233614,carl la fong,teleplay
30174,tt0233614,s.s. schweitzer,story
30175,tt0233614,s.s. schweitzer,teleplay
30176,tt0062218,sydney boehm,screenplay
30177,tt0062218,marvin h. albert,screenplay
30178,tt0062218,marvin h. albert,novel
30179,tt2256607,darko galahad,creator
30180,tt2256607,darko galahad,screenplay
30181,tt5241380,gonzalo calzada,screenplay
30182,tt1964706,keith diver,story
30183,tt1964706,eric vence green,story
30184,tt1964706,johnnie white,story
30185,tt0148940,renzaburô shibata,novel
30186,tt1210334,jean de brunhoff,books
30187,tt1210334,laurent de brunhoff,screenplay
30188,tt1479370,matti heinivaho,planning
30189,tt0166600,david williamson,play
30190,tt0132333,anne-cath vestly,book
30191,tt4308752,rock jxon,screenwriter
30192,tt0094011,georges bernanos,novel
30193,tt0094011,sylvie pialat,scenario
30194,tt0094011,maurice pialat,adaptation
30195,tt0295613,pamela colloff,magazine article in texas monthly
30196,tt0025349,george c. bertholon,original story
30197,tt0025349,howard higgin,original story
30198,tt0025349,david silverstein,screenplay
30199,tt0025349,leonard fields,screenplay
30200,tt4399858,yuichi minamiguchi,story
30201,tt0315836,osamu tezuka,comic
30202,tt1525869,francisco jiménez,screenplay
30203,tt0106966,tomás gutiérrez alea,collaboration
30204,tt0106966,senel paz,screenplay
30205,tt0106966,senel paz,"story ""the wol"
30206,tt2918988,yoshihiro togashi,manga
30207,tt2918988,shôji yonemura,screenplay
30208,tt0273627,roberto gandus,screenplay
30209,tt0273627,roberto gandus,story
30210,tt0273627,dardano sacchetti,screenplay
30211,tt0273627,giorgio stegani,screenplay
30212,tt3579588,jessica hardy,creator
30213,tt3579588,eileen montelione,creator
30214,tt3579588,joel wiersema,creator
30215,tt0271027,jet li,story
30216,tt0271027,luc besson,screenplay
30217,tt0271027,robert mark kamen,screenplay
30218,tt2194392,alessandro mini,story
30219,tt1384357,garrett hammel,story
30220,tt1384357,garrett hammel,screenplay
30221,tt1384357,chelsea sedoti,screenplay
30222,tt2229368,taylor gledhill,story
30223,tt2229368,kate lilly,story
30224,tt0118727,josé pablo feinmann,novel
30225,tt0039903,abem finkel,screenplay
30226,tt0039903,arnold lipp,screenplay
30227,tt0039903,rachel field,based on novel by
30228,tt0899092,doris schroeder,story
30229,tt0207952,lynn emery,novel
30230,tt0207952,stacey lyn evans,teleplay
30231,tt1382720,sander de regt,screenplay
30232,tt1382720,paul van loon,novel
30233,tt0149718,jack mercer,story
30234,tt0149718,carl meyer,story
30235,tt7066352,jaroslav hasek,novel
30236,tt7066352,christine edzard,adaptation
30237,tt2069914,chad hancock,story
30238,tt2069914,ian webb,screenplay
30239,tt2069914,ian webb,story
30240,tt2069914,eric wehrle,story
30241,tt1342090,jasper wamsteker,creator
30242,tt1342090,rolf de groot,contributing writer
30243,tt2436706,karl shefelman,story
30244,tt0029662,allen rivkin,story
30245,tt0029662,lamar trotti,story
30246,tt0029662,allen rivkin,screenplay
30247,tt0029662,lamar trotti,screenplay
30248,tt0022425,frederick hazlitt brennan,"story ""horseflesh"""
30249,tt0022425,charles brabin,screenplay
30250,tt0022425,willard mack,screenplay
30251,tt0022425,wanda tuchock,screenplay
30252,tt0059242,john w. dunn,story
30253,tt1653902,jussi talvi,screenplay
30254,tt5692278,paul smith,poetry
30255,tt2956082,jack kosma,story
30256,tt1228951,george terwilliger,scenario
30257,tt0006879,will s. davis,scenario
30258,tt0006597,ágnes háy,scenario
30259,tt0495470,hal roach,story
30260,tt0021167,a.e.w. mason,novel
30261,tt2624232,tyler dean,story
30262,tt0073470,andrea bianchi,story
30263,tt0073470,massimo felisatti,screenplay
30264,tt1071228,sass henno,novel
30265,tt1071228,ilmar raag,screenplay
30266,tt1942106,bryan pasian,story
30267,tt4341000,aisha jamal,story
30268,tt1387301,dana hanna,contributing writer
30269,tt1204979,mark l. smith,characters
30270,tt4123484,scott donovan,story
30271,tt2391059,bing wu,screenplay
30272,tt2391059,yuen-leung poon,screenplay
30273,tt0449486,jan schütte,screenplay
30274,tt0449486,isaac bashevis singer,short stories
30275,tt0080066,alfred m. sweeney,screenplay
30276,tt1792082,tommy thompson,story
30277,tt0826115,a. van buren powell,story
30278,tt6091140,christopher oscar pena,play
30279,tt6091140,tonya pinkins,adaptation
30280,tt1339078,shea formaneck,original story
30281,tt0044317,agenore incrocci,screenplay
30282,tt0044317,agenore incrocci,story
30283,tt0044317,furio scarpelli,story
30284,tt0085231,barbara robinson,novel
30285,tt0085231,barbara robinson,screenplay
30286,tt1370252,jon purcell,story
30287,tt1370252,jonathan tvrdik,screenplay
30288,tt1358616,james dougherty,screenplay
30289,tt0461007,stephen king,short story
30290,tt0461007,matthew sheppo,adaptation
30291,tt0229476,george hennessy,story
30292,tt3673642,john wardlaw,story
30293,tt0222463,charles l. gaskill,story
30294,tt0041653,arnold belgard,original screenplay
30295,tt3694890,marneen fields,original story and screenplay
30296,tt3694890,robin ellsworth,contributing writer
30297,tt0940885,mitsuru hirose,intro movie
30298,tt1437358,alberto marini,screenplay
30299,tt7139240,laura koons,screenplay
30300,tt7139240,marilyn swick,screenplay
30301,tt4473896,marisa jane,story
30302,tt0009861,anthony hope,novel
30303,tt0009861,harrison garfield rhodes,play
30304,tt0009861,elmer harris,scenario
30305,tt1732659,lal,dialogue
30306,tt1732659,lal,screenplay
30307,tt1732659,lal,story
30308,tt0074898,luis murillo,screenplay
30309,tt0074898,josé nicolás,story
30310,tt0074898,manuel summers,screenplay
30311,tt0074898,tomás summers,story
30312,tt0016675,william e. wing,screenplay
30313,tt0089255,alvah bessie,novel
30314,tt0089255,dan bessie,screenplay
30315,tt0032966,roland lynch,story
30316,tt0032966,roger merton,screenplay
30317,tt0032966,robert emmett tansey,screenplay
30318,tt0099272,tsukasa hôjô,comic
30319,tt0083247,alberto vázquez figueroa,novel
30320,tt0083247,federico aicardi,screenplay
30321,tt0083247,sergio garrone,screenplay
30322,tt0083247,heinz freitag,screenplay
30323,tt0083247,alberto vázquez figueroa,screenplay
30324,tt0175967,felix adler,screen play
30325,tt0175967,jack white,story
30326,tt0059573,elizabeth kata,novel
30327,tt0393596,alan sacks,story
30328,tt0393596,neal shusterman,story
30329,tt0393596,neal shusterman,teleplay
30330,tt0006895,philip lonergan,adaptation
30331,tt0006895,william shakespeare,play
30332,tt0439264,steve lookner,supervising writer
30333,tt0031941,earl felton,additional dialogue
30334,tt0031941,michael jacoby,original screenplay
30335,tt0031570,hans testrup,novel
30336,tt0031570,werner illing,story
30337,tt4405760,rebekah edie,story
30338,tt4405760,madeline irmen,story
30339,tt1733177,neil ewart,script
30340,tt1310360,michael sargent,screenwriter
30341,tt0037367,david lean,adapted for the screen by
30342,tt0037367,ronald neame,adapted for the screen by
30343,tt0037367,anthony havelock-allan,adapted for the screen by
30344,tt5572546,bryan mero,story
30345,tt5572546,marcus mero,screenplay
30346,tt2132459,kurumi morishita,biography
30347,tt2132459,saku nakamachi,screenplay
30348,tt2132459,saki fukai,screenplay
30349,tt0114885,terry mcmillan,novel
30350,tt0114885,terry mcmillan,screenplay
30351,tt0114885,ronald bass,screenplay
30352,tt3227366,nikolas long,story
30353,tt0929860,jae-young kwak,screenplay
30354,tt3341824,john ceallach,story
30355,tt1655629,alex galatis,creator
30356,tt1655629,paula j. smith,creator
30357,tt2375311,anthony osman,additional material
30358,tt1982735,marty thomas,story
30359,tt1982735,jon zuber,story and screenplay
30360,tt0029167,paul girard smith,adaptation
30361,tt0029167,william hazlett upson,story
30362,tt0324530,george mcmanus,cartoon let george do it
30363,tt0038842,florence tranter,by
30364,tt0038842,nicholas phipps,screenplay
30365,tt0038842,nicholas phipps,scenario
30366,tt0970946,thodoris atheridis,play
30367,tt3045946,prof. kishan kumar pawar,story
30368,tt0059265,angelika schrobsdorff,novel
30369,tt1797547,kin chung chan,screenplay
30370,tt1797547,sung kee chiu,screenplay
30371,tt1797547,ching 'jessica' fong,additional script
30372,tt1797547,tin shu mak,additional script
30373,tt1797547,tung-shing yee,additional script
30374,tt3891216,oliver theess,screenplay
30375,tt1333650,scott essman,characters
30376,tt1333650,joseph fotinos,screenplay
30377,tt0077161,jean laborde,dialogue
30378,tt0340405,robert mckenzie,scenario
30379,tt0340405,w.c. tuttle,story
30380,tt0230669,f. scott fitzgerald,screenplay
30381,tt0230669,f. scott fitzgerald,story
30382,tt3967180,diana tantillo,story
30383,tt2112948,pablo albers,story
30384,tt0122392,louis chavance,screenplay
30385,tt0122392,jean cocteau,dialogue
30386,tt0122392,serge de poligny,screenplay
30387,tt0122392,serge de poligny,story
30388,tt0049984,josé maría palacio,adaptation
30389,tt0049984,robert thoeren,screenplay
30390,tt0049984,robert thoeren,story
30391,tt2238122,diana rumjahn,story
30392,tt6142094,max wang,script
30393,tt0292008,anna bautista,story
30394,tt0292008,bong ordones,story
30395,tt0292008,agnes de guzman,screenplay
30396,tt0292008,edgar ilao,screenplay
30397,tt0064448,stanley ellin,novel
30398,tt2611344,sameer chhabra,original story by
30399,tt2611344,parveen maheshwari,additional story
30400,tt2611344,carlos m. mora,additional story
30401,tt2611344,carlos m. mora,screenplay
30402,tt0913356,dominic english,additional material
30403,tt0913356,frankie boyle,additional material
30404,tt0055326,nair lacerda,"story ""nha colaquinha cheia de graça"""
30405,tt0113175,christina fulton,additional story and dialogue
30406,tt0113175,fritz leiber jr.,story
30407,tt0113175,craig robins,additional story and dialogue
30408,tt0121419,hung wah tony leung,screenplay
30409,tt0121419,wai shum,screenplay
30410,tt0099029,antti tuuri,novel
30411,tt3708132,lauren krieger,story
30412,tt0448179,stephen peters,characters
30413,tt0011884,jules furthman,screenplay
30414,tt0011884,jules furthman,story
30415,tt5344580,chantal claret,created by
30416,tt5344580,carl mcdowell,creator
30417,tt4320908,ivan abadjiev,title and story
30418,tt0232788,stelios tatasopoulos,adaptation
30419,tt1886600,jason monroe,story
30420,tt1886600,nicole wolf,story
30421,tt3653550,vamsi koduri,story
30422,tt0476053,ambrose bierce,short stories
30423,tt0476053,brian james egen,screenplay
30424,tt6069422,joy ganguly,original story
30425,tt3612622,vincent pintado,story
30426,tt0052412,ikku jippensha,novel
30427,tt0436288,sue rock,screenplay
30428,tt4056270,adam newman,creator
30429,tt4056270,trevor williams,creator
30430,tt5606676,chong ming,story
30431,tt1542753,roy norton,story
30432,tt0459381,william robert daly,scenario
30433,tt1148258,doty hobart,story
30434,tt0048487,william lively,screenplay
30435,tt0048487,sherman l. lowe,screenplay
30436,tt0208032,paolo maurensig,novel
30437,tt0027021,karen dewolf,story and screenplay
30438,tt0489554,jill thompson,created by
30439,tt0489554,jill thompson,based on the book by
30440,tt6914144,shane schoeppner,screenplay
30441,tt0030120,harry kurnitz,book
30442,tt0030120,harry kurnitz,screenplay
30443,tt0002844,marcel allain,novel
30444,tt0002844,pierre souvestre,novel
30445,tt2937076,sol friedman,story
30446,tt1433033,carolann garratt,story
30447,tt3797142,maximilian elfeldt,screenplay
30448,tt3797142,brian misakian,screenplay
30449,tt3797142,jeff newman,screenplay
30450,tt7526940,manny velazquez,creator
30451,tt0154255,peter cheyney,story
30452,tt0154255,jacques companéez,adaptation
30453,tt0154255,georges simenon,story
30454,tt0154255,stanislas-andré steeman,story
30455,tt0154255,andré tabet,dialogue
30456,tt1732059,connery chappell,script
30457,tt0449018,art d'alessandro,story
30458,tt0449018,james grayford,screenplay
30459,tt0449018,art d'alessandro,screenplay
30460,tt4503802,joshua tong,story
30461,tt6034550,gaétan soucy,novel
30462,tt0379280,ronnie james dio,based on work by
30463,tt0379280,matt spease,screenplay
30464,tt0014891,william elwell oliver,story
30465,tt0261379,gyula csák,story
30466,tt3850248,julia velarde,story
30467,tt0337721,farley mowat,"based on the story ""walk well my brother"" by"
30468,tt1408253,greg coolidge,screenplay
30469,tt1408253,jason mantzoukas,screenplay
30470,tt1408253,phil hay,screenplay
30471,tt1408253,matt manfredi,screenplay
30472,tt1408253,greg coolidge,story
30473,tt0100067,bart davis,original screenplay
30474,tt0100067,eilhys england,original screenplay
30475,tt0100067,michael zausner,original screenplay
30476,tt1731268,frank driscoll,script
30477,tt3847070,alan maki,story
30478,tt0068655,yves robert,screenplay
30479,tt0068655,francis veber,screenplay
30480,tt0068655,francis veber,dialogue
30481,tt0174092,leslie goodwins,story
30482,tt0174092,monte collins,story
30483,tt3762330,alessio pizzicannella,story
30484,tt2458910,nick lawrence,story
30485,tt2458910,rachel tucker,story
30486,tt1397017,michael clark,adaptation
30487,tt2388749,berwyn hutcherson,story
30488,tt1909316,maggie klaus,interview material
30489,tt0007361,winthrop ames,by
30490,tt0131510,pier carpi,screenplay
30491,tt0131510,pier carpi,story
30492,tt0035954,tedd pierce,story
30493,tt4982502,rocky schenck,scenario
30494,tt1121096,charles leavitt,screenplay
30495,tt1121096,steven knight,screenplay
30496,tt1121096,matt greenberg,screen story
30497,tt1121096,joseph delaney,novel
30498,tt1219776,crockett johnson,book
30499,tt0309368,peter van praagh,based on a story by
30500,tt1272026,gerry anderson,creator
30501,tt1272026,sylvia anderson,creator
30502,tt0017900,noel coward,play
30503,tt2577710,john weecks,developer
30504,tt1377667,zack linder,screenplay
30505,tt1377667,luis f. penedo jr.,story
30506,tt1296371,linnéa nestor,novel
30507,tt1296371,linnéa nestor,screenplay
30508,tt2800038,james manera,screenplay
30509,tt2800038,harmon kaslow,screenplay
30510,tt2800038,john aglialoro,screenplay
30511,tt2800038,ayn rand,novel
30512,tt0484437,razvan radulescu,dialogue
30513,tt0484437,cecilia stefanescu,script & dialogue
30514,tt7026560,owen a. smith,screenplay & adaptation
30515,tt2186006,jason olenick,story
30516,tt0333621,j. grubb alexander,scenario
30517,tt0333621,eddie lyons,scenario
30518,tt0333621,eddie lyons,story
30519,tt0333621,lee moran,scenario
30520,tt0333621,lee moran,story
30521,tt1836754,ivan lerner,story
30522,tt1772261,bret easton ellis,screenplay
30523,tt1772261,michael hornburg,novel
30524,tt1772261,derick martini,screenplay
30525,tt0097457,myra lewis,book
30526,tt0097457,murray silver jr.,book
30527,tt0097457,jack baran,screenplay
30528,tt0097457,jim mcbride,screenplay
30529,tt4956312,gianlorenzo albertini,story
30530,tt0014881,beulah marie dix,story
30531,tt0014881,bertram millhauser,story
30532,tt0014881,margaretta tuttle,novel
30533,tt0264696,virginia hamilton,novel
30534,tt0033251,elmer clifton,story
30535,tt0033251,earle snell,screenplay
30536,tt0103112,william p. kennedy,novel
30537,tt0103112,daniel petrie jr.,screenplay
30538,tt0103112,david koepp,screenplay
30539,tt0355565,archie mayo,story
30540,tt3189996,tony cox,story
30541,tt3189996,gino dentie,story
30542,tt0295538,jason xenopoulos,screenplay
30543,tt0295538,karel schoeman,novel
30544,tt1371126,wilbert awdry,railway series
30545,tt1371126,britt allcroft,creator
30546,tt1572189,mari ueza,novel
30547,tt1432062,joshua ortman,head writer
30548,tt0005398,louis b. gardner,scenario
30549,tt0035958,lucien hubbard,screenplay
30550,tt0035958,w.s. lefrançois,"based on the factual story ""gung ho"" by"
30551,tt0035958,joseph hoffman,additional dialogue
30552,tt0251807,simone north,story
30553,tt0145846,eric maschwitz,play
30554,tt1979171,kole christian,story
30555,tt1979171,alexander lancaster,story
30556,tt1176135,alexander patsos,screenplay
30557,tt1684607,mary gallagher,story
30558,tt1965274,dylan leavitt,original treatment
30559,tt2087744,farren blackburn,screenplay
30560,tt2087744,john richardson,novel
30561,tt3578054,desi singh,screenplay
30562,tt3578054,desi singh,story
30563,tt6289072,chianna,story
30564,tt0031031,dale eunson,story
30565,tt0960793,r.n. millward,screenplay
30566,tt0237934,sheridan le fanu,novel
30567,tt0042983,ismael rodríguez,by: cinedrama musical
30568,tt0042983,rogelio a. gonzález,by: cinedrama musical
30569,tt0042983,pedro de urdimalas,with the collaboration of
30570,tt2034771,gabe conroy,story
30571,tt3002734,natasha lasky,story
30572,tt0151352,michael maltese,story
30573,tt5437970,vlado skafar,scenario
30574,tt0039833,ivan pyrev,story
30575,tt0808455,george r. sims,poem
30576,tt3498956,deborah donnelly,novel
30577,tt2296623,richmond shepard,contributing writer
30578,tt3977960,chisato ôgawara,screenplay
30579,tt2221134,makarand nazirkar,story
30580,tt0043428,bill berg,story
30581,tt0043428,nick george,story
30582,tt1391087,down aka kilo,story
30583,tt1391087,enrico natale,revisions
30584,tt1391087,demetrius navarro,screenplay
30585,tt1391087,demetrius navarro,story
30586,tt2907644,robbie fraser,story
30587,tt3364056,rhonda l. washington,story
30588,tt3364056,sharee washington,story
30589,tt0073623,hajjime koiwa,screenplay
30590,tt0073623,kôji takada,creator
30591,tt2558190,tomoko akutsu,teleplay
30592,tt3981692,brian kaufman,story
30593,tt3981692,kathy kieliszewski,story
30594,tt0425743,greg mellott,screenplay
30595,tt0087609,marcus p. nester,novel
30596,tt0036551,oscar brodney,story
30597,tt0426904,david muradyan,narrative
30598,tt3960656,troy jacobsen,original idea
30599,tt0034388,jay dratler,screenplay
30600,tt0034388,jay dratler,original story
30601,tt0034388,paul franklin,screenplay
30602,tt0034388,stanley rubin,screenplay
30603,tt2958158,aaron yonda,creator
30604,tt0018145,ralph strauss,novel
30605,tt5563932,wilbert awdry,railway series
30606,tt5563932,britt allcroft,creator
30607,tt2738900,isabel-clara simó,novel
30608,tt0035284,elizabeth baron,scenario
30609,tt0035284,robert greenwood,dialogue
30610,tt0035284,robert greenwood,novels
30611,tt3402758,hélène berr,diary
30612,tt4083200,emmett loverde,screenplay
30613,tt4083200,paul whitehead,created by
30614,tt0259586,hampton del ruth,story
30615,tt0259586,al giebler,titles
30616,tt0259586,jack jevne,story
30617,tt0259586,gus meins,scenario
30618,tt0259586,vernon smith,story
30619,tt0007425,tom mix,story
30620,tt3703976,jack wake-walker,story
30621,tt0028571,curt alexander,screenplay
30622,tt0028571,aldo de benedetti,dialogue
30623,tt0028571,guglielmo giannini,screenplay
30624,tt0028571,amleto palermi,story
30625,tt0026572,john chancellor,play
30626,tt0026572,a.r. rawlinson,adaptation
30627,tt0134621,jules romains,play
30628,tt1357066,danny corey,screenplay
30629,tt1731179,george grafton green,script
30630,tt2065946,masahiro kobayashi,screenplay
30631,tt0263008,aimée stuart,play
30632,tt0263008,philip stuart,play
30633,tt0336855,hekimoglu ismail,novel
30634,tt0048967,jack jevne,front for jean rouverol and hugo butler
30635,tt0381477,ricardo lee,story
30636,tt7925066,filipe matzembacher,screenplay
30637,tt7925066,marcio reolon,screenplay
30638,tt0083079,ben east,book
30639,tt0083079,olive fredrickson,book
30640,tt3748386,rachel yurkovich,story
30641,tt0063218,werner herzog,screenplay
30642,tt0063218,achim von arnim,inspired by the short story 'der tolle invalide auf dem fort ratonneau'
30643,tt0072712,dardano sacchetti,screenplay
30644,tt0072712,dardano sacchetti,story
30645,tt0017389,james bell smith,adaptation
30646,tt0017389,james bell smith,screenplay
30647,tt0017389,james j. tynan,story
30648,tt0030385,sergio amidei,screenplay
30649,tt0030385,domenico gambino,story
30650,tt2452042,craig schulz,screenplay by
30651,tt2452042,bryan schulz,screenplay by
30652,tt2452042,cornelius uliano,screenplay by
30653,tt2452042,charles m. schulz,based upon the comic strip by
30654,tt5988500,ajaykumar,story
30655,tt5988500,ajaykumar,screenplay
30656,tt5988500,ajaykumar,dialogue
30657,tt5988500,v. nagendra prasad,lyricist
30658,tt5988500,ghouse peer,lyricist
30659,tt0066830,don spencer,screenplay
30660,tt1626807,erja dammert,screenplay
30661,tt0073181,claude harz,from a screenplay by
30662,tt0073181,claude harz,adapted from an original story by
30663,tt0073181,john trent,adapted from an original story by
30664,tt0092520,david resseguier,screenplay
30665,tt0092520,david resseguier,story
30666,tt0193165,jameson brewer,story
30667,tt0112442,george gallo,story
30668,tt0112442,michael barrie,screenplay
30669,tt0112442,jim mulholland,screenplay
30670,tt0112442,doug richardson,screenplay
30671,tt6054910,colo tavernier,original idea
30672,tt6054910,colo tavernier,screenplay
30673,tt6054910,lidia terki,screenplay
30674,tt6982696,stephen veneruso,story
30675,tt6982696,tara veneruso,creator
30676,tt0061976,kevin kavanagh,screenplay
30677,tt0061976,harry alan towers,original story
30678,tt1773790,ruth leitman,screenplay
30679,tt0051725,mark lowell,story
30680,tt0051725,jan englund,story
30681,tt0051725,mark lowell,screenplay
30682,tt0051725,jan englund,screenplay
30683,tt1731151,connery chappell,script
30684,tt0029196,john alexander kirkpatrick,play
30685,tt0826140,paul roosen,screenplay
30686,tt0826140,lucas vereertbrugghen,screenplay
30687,tt2014394,corey aaron burkes,concept
30688,tt2733306,tony mortel,screenplay
30689,tt3280294,jacob boyd,story
30690,tt3280294,joe grossman,narration written by
30691,tt0426969,ronald elwy mitchell,play
30692,tt0089061,j.m. coetzee,novel
30693,tt2106552,luke openshaw,based on work by
30694,tt2106552,luke openshaw,screenplay
30695,tt2106552,luke openshaw,story
30696,tt2106552,lee murphy,screenplay
30697,tt2106552,lee murphy,story
30698,tt1079360,larry madill,screenplay
30699,tt1079360,david ren,screenplay
30700,tt1079360,jason yee,screenplay
30701,tt1080019,andreas gaw,gag overwrite
30702,tt1080019,katrin fröhlich,dubbing dialogue
30703,tt0756215,honoré de balzac,novel
30704,tt0061931,len korobkin,screenplay
30705,tt0061931,harvey kurtzman,screenplay
30706,tt0061931,arthur rankin jr.,story
30707,tt1475314,yadi valerio rivera,story
30708,tt0011617,richard oswald,screenplay
30709,tt0011617,arthur schnitzler,play
30710,tt0033202,michelangelo barricelli,screenplay
30711,tt0033202,enzo fiermonte,story
30712,tt0033202,e. fiumi,adaptation
30713,tt0033202,pier luigi melani,screenplay
30714,tt0033202,alberto simeoni,adaptation
30715,tt0005897,nell shipman,scenario
30716,tt0005897,nell shipman,screenplay
30717,tt0005897,nell shipman,"story ""the king's keeper"""
30718,tt0014764,alejandro pérez lugín,novel
30719,tt0014764,alejandro pérez lugín,screenplay
30720,tt0014764,alejandro pérez lugín,titles
30721,tt1838632,zack lawrence,screenplay
30722,tt1838632,charles sheldon,novel
30723,tt1326200,will gorham,screenplay
30724,tt0048472,michael maltese,story
30725,tt1190558,kris aird,screenplay
30726,tt2220124,dean mohrmann,creator
30727,tt1453405,dan scanlon,story by
30728,tt1453405,daniel gerson,story by
30729,tt1453405,robert l. baird,story by
30730,tt1453405,daniel gerson,screenplay by
30731,tt1453405,robert l. baird,screenplay by
30732,tt1453405,dan scanlon,screenplay by
30733,tt1453405,adrian molina,additional screenplay material by
30734,tt5468130,loris curci,story
30735,tt5468130,magarditch halvadjian,story
30736,tt5468130,guillermo iván,story
30737,tt5468130,barry keating,screenplay
30738,tt0059114,giorgio stegani,story
30739,tt0059114,giorgio stegani,screenplay
30740,tt0059114,giorgio ferroni,screenplay
30741,tt1745672,stephen king,"short story ""children of the corn"""
30742,tt1745672,joel soisson,screenplay
30743,tt0048728,john michael hayes,screenplay
30744,tt0048728,david dodge,based on the novel by
30745,tt1437213,galen young,screenplay
30746,tt3185166,k. tyler johnston,story
30747,tt0107692,yoshiaki kawajiri,original story and screenplay
30748,tt2408720,luis higareda,idea
30749,tt2408720,stephyn phillips,idea
30750,tt2408720,russell d. smith,idea
30751,tt0328230,sandro moretti,screenplay
30752,tt0328230,sandro moretti,story
30753,tt0017898,john a. moroso,"story ""hell's kitchen"""
30754,tt0028310,casey robinson,screen play
30755,tt0028310,warren duff,original story
30756,tt0028310,virginia kellogg,original story
30757,tt3534170,romart martesano,story
30758,tt1649421,jose antonio vargas,screenplay
30759,tt0082779,agatha christie,novel
30760,tt0082779,carmen culver,teleplay
30761,tt0166198,john collier,story
30762,tt3798156,areum han,story
30763,tt0317676,mark a. altman,story
30764,tt0317676,dan bates,story
30765,tt0317676,dave parker,screenplay
30766,tt0317676,mark a. altman,screenplay
30767,tt0012987,olga printzlau,adaptation
30768,tt0012987,waldemar young,adaptation
30769,tt0014445,lambert hillyer,adaptation
30770,tt0014445,anthony h. rudd,story
30771,tt5072536,tom franklin,story
30772,tt5072536,kate leslie,screenplay
30773,tt0092527,lon tinkle,book
30774,tt0237278,new treasurer screenwriting team,screenplay
30775,tt0009110,james oliver curwood,story
30776,tt0009110,doris schroeder,scenario
30777,tt2152765,kyôtarô nishimura,based on the novel by
30778,tt2152765,yoshimi shinozaki,teleplay
30779,tt0152209,jack mendelsohn,story
30780,tt4026560,ben acker,created by
30781,tt4026560,ben blacker,created by
30782,tt0045669,leo townsend,screenplay
30783,tt0045669,john dickson carr,"radio play ""cabin b-13"""
30784,tt0989075,christopher ozoemena,story
30785,tt0059412,hans habe,story
30786,tt2195484,aadip desai,screenplay
30787,tt2195484,aadip desai,story
30788,tt2195484,cheryl murfin,story
30789,tt2195484,john polnik,story
30790,tt2195484,joe shapiro,story
30791,tt0046898,george fisher,screenplay
30792,tt0046898,robert h. chapman,story: winter wears a shroud
30793,tt0046898,basil boothroyd,additional dialogue
30794,tt0256630,shuo wang,novel
30795,tt0256630,shuo wang,screenplay
30796,tt0202479,donn davison,original screenplay
30797,tt0185266,tim bennett,screenplay
30798,tt0185266,richard gardner,screenplay
30799,tt0075194,nicholas meyer,screenplay
30800,tt0075194,nicholas meyer,novel
30801,tt0075194,arthur conan doyle,characters
30802,tt0020172,robert lord,dialogue
30803,tt0020172,robert lord,scenario
30804,tt0020172,robert lord,story
30805,tt0020172,jimmy starr,titles
30806,tt1219018,eleuterio rodolfi,screenplay
30807,tt0047478,akira kurosawa,screenplay
30808,tt0047478,shinobu hashimoto,screenplay
30809,tt0047478,hideo oguni,screenplay
30810,tt0168228,lynn sharon schwartz,story
30811,tt0057926,jay bennett,novel
30812,tt0057926,daniel mainwaring,screenplay
30813,tt0332312,roy clements,scenario
30814,tt4368484,ian snyder,concept
